,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
371,"Analyst, Planning","MUFG
3.6",3.6,"Do you want your voice heard and your actions to count?
Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 6th largest financial group in the world. Across the globe, we're 160,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, building long-term relationships, serving society, and fostering shared and sustainable growth for a better world.
With a vision to be the world's most trusted financial group, it's part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. This means investing in talent, technologies, and tools that empower you to own your career.
Join MUFG, where being inspired is expected and making a meaningful impact is rewarded.
Asian Credit Portfolio Management Office (ACPMO)
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",10000+ Employees,1864,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
372,"Senior System Analyst, HR Domain","OCBC Bank
3.6",3.6,"Senior System Analyst, HR Domain - (230001JA)
Work closely with key stakeholders to deliver projects and solutions.
Work closely with product vendors to analyse change request, review system design, ensure compliance to technology architecture standards, software defect resolution and system deployment.
Develop programs and scripts
Provide support to SIT and UAT, investigate and resolve technical issues reported in projects.
Provide support to system and performance management, application security vulnerability management and control, software release management.
Plan and commission production system implementation.

Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",10000+ Employees,1932,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
373,Senior Software Engineer / Business Analyst (J2EE),"NCS
3.6",3.6,"Senior Software Engineer / Business Analyst (J2EE)

Date: 13 Sep 2023
Location: Singapore, Singapore
Company: Singtel Group
NCS is the leading technology services firm that operates across the Asia Pacific region in over 20 countries, providing consulting, digital services, technology solutions, and more.
We believe in harnessing the power of technology to achieve extraordinary things, creating lasting value and impact for our communities, partners, and people. Our diverse workforce of 12,000 has delivered large-scale, mission-critical, and multi-platform projects for governments and enterprises in Singapore and the APAC region.
















Show More
Report",$58K - $62K (Glassdoor Est.),Singapore,3.5,3.3,3.4,3.3,3.2,"['""Good work life balance in ncs"" (in 129 reviews)', '""Competitive salary and benefits."" (in 140 reviews)', '""good benefits for Perm employees"" (in 53 reviews)', '""Management Good to the staffs"" (in 77 reviews)', '""Very helpful and friendly colleagues"" (in 94 reviews)']","['""No work life balance in the projects"" (in 129 reviews)', '""Low salary and bonus Have to OT some days 3 days WIO"" (in 140 reviews)', '""No benefit or welfare."" (in 53 reviews)', '""Bad management and no hike"" (in 77 reviews)', '""colleague are all very friendly"" (in 94 reviews)']",10000+ Employees,1981,Company - Private,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
374,Sourcing & Procurement Coupa Sr Analyst,"Accenture
4.0",4.0,"About Accenture
Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centres. Our 506,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.
Accenture is an Irish-domiciled multinational professional services company that provides services in:
1) Technology

Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
375,Senior IT Technical Analyst – PKI Administrator,"CXC Global
3.5",3.5,"As Senior IT Technical Analyst - PKI Admin, you will play a critical role in managing our Public Key Infrastructure (PKI), ensuring the confidentiality, integrity, and availability of our sensitive information and digital assets.
Responsibilities:
Point of contact for certificate concerns and resolution of certificate issues
Customer (3rd party liaison) priority for all certifications support
Create, maintain, and disseminate certificate management processes and procedures for managing certificates throughout their lifespan.
Collaborate with company’s Security to coach the business on ""Best Practice"" and day-to-day certificate administration, as well as work with internal teams to identify and build PKI needs documentation

Show More
Report",$34K - $80K (Glassdoor Est.),Singapore,3.1,3.1,3.2,3.2,3.7,"['""Excellent culture, collaborative work environment."" (in 8 reviews)', '""Great colleagues!"" (in 5 reviews)', '""Benefits of using top payroll software and learning new things everyday."" (in 4 reviews)', -1, -1]","['""Bad pay and value of talent, and no feeling of being part of a team."" (in 9 reviews)', '""2) Worklife not balance: maintain work overtime every day without any compensation."" (in 4 reviews)', -1, -1, -1]",51 to 200 Employees,1992,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
376,Global Helpdesk Analyst / Service Desk Engineer,"Randstad
3.8",3.8,"Exposure to Wide range of technology
Opportunity to provide IT solutions to business stakeholder management
About the company
Our Client is an established MNC with offices in Europe and Asia. With rapid expansion and technology investment plan, they are now looking for a new IT Engineer / IT Executive / IT VIP Support / IT Analyst to join their team.
About the job
Your role involves:
Working in a global team, you will being the first point of contact for all IT-related issues and will play a crucial role in resolving problems, ensuring customer satisfaction, and maintaining the smooth operation of our IT operations
Skills and experience required










Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",501 to 1000 Employees,1960,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD)
377,Cyber Security Consultant,"Good Job Creations Pte Ltd
4.0",4.0,"Job Summary:
You will participate in a variety of engagements, focusing on targets that may include network equipment, servers, applications, APIs, wireless infrastructures, mobile devices, and other information systems. Using a variety of tools and techniques that may include red teaming, you will have the opportunity to combine technical expertise with your imagination to discover innovative methods with the goal of ensuring customers remain one step ahead of its adversaries.
Responsibilities:
- Support the sales by attending security sales meeting (if necessary), effort estimation and provide security testing project timeline
- Develop the security acceptance test plan
- Provide expert technical support during the security testing activities
- Security test preparation, setting-up of testing environment, configuration and installation of the security testing tools
- Perform manual or automated security testing using commercial security testing tools
- Conduct Greybox Testing (Authenticated) and/or Blackbox Testing (Unauthenticated) Penetration Tests
- Conduct Whitebox Testing and Secure Code Review
- Conduct Network and Infrastructure Vulnerability Assessment and Penetration Testing
- Conduct Web, Mobile and Desktop Application Vulnerability Assessment and Penetration Testing
- Find and pinpoint the vulnerabilities of the assess target system / application
- Document and Report the vulnerabilities found in the system
- Provide professional recommendations / advice to mitigate and resolve the vulnerabilities
- Present the security testing results to the relevant stakeholders
- Provide weekly status reporting on the security testing activity progress
- Any other ad hoc duties assigned













Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,2006,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$1 to $5 million (USD)
378,Cyber Security Consultant,"Talentvis
3.6",3.6,"Permanent
IT Engineers (System/Network/Hardware)
Security
Salary Range
S$ 7,000 - S$ 8,000
Location
Singapore
Date Posted
Show More
Report",Employer Provided Salary:$7K - $8K,Singapore,3.4,3.4,3.6,3.3,3.4,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
379,Senior CyberSecurity Analyst,"GMP Group
4.2",4.2,"We are sourcing for a Senior CyberSecurity Analyst for our client who is in the Energy industry.

JOB DESCRIPTION
1) IT security design, management and operations
To maintain awareness of the IT security threat environment and develop countermeasures for the company, monitoring of IT security alerts.
To perform and conduct security investigations including the analysis of logs, media, firewalls and other devices
To administer security controls and various systems that pertain to security








Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
380,"IT Business Analyst, Sales Solution","GMP Group
4.2",4.2,"Job Responsibilities:
Responsible for project schedule and deliverables.
To support Front Office, Sales & Marketing teams' growing demand for digitalization and provide IT solutions to support revenue generation in the area of B2B & B2C.
To work closely with stakeholders in driving the adoption, optimization, and iteration of the Salesforce/MSD platform, leveraging multiple integrations and technologies.
Involved in the full life cycle of projects - support project teams for project implementation including requirement gathering, architecting, developing, testing, issue/risk management, change control, delivery, documentation, and post-implementation support.
Providing regular progress reports and status to project team, managing risk and related queries.



Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
381,"Lead Analyst, Relationship Management (Securities Finance)","BNY Mellon
4.6",4.6,"BNY Mellon Singapore
Posted 4 days ago Permanent Competitive
Lead Analyst, Relationship Management (Securities Finance)
Overview

Bring your ideas. Make history.
BNY Mellon offers an exciting array of future-forward careers at the intersection of business, finance, and technology. We are one of the world's top asset management and banking firms that manages trillions of dollars in assets, custody and/or administration. Known as the ""bank of banks"" - 97% of the world's top banks work with us as we lead and serve our customers into the new era of digital.

With over 238 years of rich history and industry firsts, BNY Mellon has been built upon our proven ability to evolve, lead, and drive new ideas at every turn. Today, we're approximately 50,000 employees across 35 countries with a culture that empowers you to grow, take risks, experiment and be yourself. This is what is all about.

We're seeking a future team member for the role of Lead Analyst, Relationship Management to join our Securities Finance team. This role is located in Singapore (Hybrid).

In this role, you'll make an impact in the following ways:

To be successful in this role, we're seeking the following:



Employer Description:

For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments and safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.
Show More
Report",$42K - $60K (Glassdoor Est.),Singapore,4.2,4.5,4.7,4.7,4.8,"['""Very friendly work environment and culture."" (in 2 reviews)', '""generous benefits package"" (in 1 reviews)', '""excellent team culture"" (in 1 reviews)', -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",51 to 200 Employees,2000,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
382,IT Business Analyst (Data Transformation),"Michael Page
4.3",4.3,"Opportunity to work in a fast growing team
Newly created role
About Our Client
My client specializes in providing cutting-edge integrated Automatic Identification and Data Collection services. With a strong focus on efficiency and accuracy, they are now expanding their operations in Singapore to meet the growing demand in the region.
Job Description
As an IT Business Analyst role, you will be responsible for:
Collaborating with business stakeholders to understand their data management needs and requirements.
Show More
Report",Employer Provided Salary:$5K - $7K,Singapore,3.7,3.7,3.5,3.3,3.4,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,-1
383,IT Vendor Management Analyst,"ARYAN SOLUTIONS PTE. LTD.
3.9",3.9,"IT Vendor Management Analyst: Empower Procurement Excellence: Forge Strong Vendor Partnerships

Join our team as a Vendor Management Specialist and play a pivotal role in optimizing IT procurement processes. Lead negotiations, ensure compliance, and drive successful vendor relationships. Leverage your expertise to elevate vendor performance, mitigate risks, and align technology solutions with business outcomes.


Show More
Report",Employer Provided Salary:$3K - $5K,Singapore,4.0,3.3,3.9,4.0,4.2,"['""Friendly Working Environment"" (in 2 reviews)', '""God salary and given ontime"" (in 1 reviews)', '""Good HR Compliance and HR Policies"" (in 1 reviews)', '""Well paying and flexible hours"" (in 1 reviews)', -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
384,"Analyst,Trade Finance Operations (6 Months Contract)","MUFG
4.6",4.6,"MUFG Singapore
Posted 5 days ago In-Office Permanent Negotiable
Job Responsibilities:
Financial
Perform sanction screening on Documentary Trade transactions
Identify and input risk words from Trade documents
Perform any ad-hoc duties or reports as assigned by the manager
Customer
Show More
Report",$42K - $60K (Glassdoor Est.),Singapore,4.2,4.5,4.7,4.7,4.8,"['""Very friendly work environment and culture."" (in 2 reviews)', '""generous benefits package"" (in 1 reviews)', '""excellent team culture"" (in 1 reviews)', -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",51 to 200 Employees,2000,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
385,Consulting Architect (Security),"Elastic
3.8",3.8,"Elastic is a free and open search company that powers enterprise search, observability, and security solutions built on one technology stack that can be deployed anywhere. From finding documents to monitoring infrastructure to hunting for threats, Elastic makes data usable in real-time and at scale. Thousands of organizations worldwide, including Barclays, Cisco, eBay, Fairfax, ING, Goldman Sachs, Microsoft, The Mayo Clinic, NASA, The New York Times, Wikipedia, and Verizon, use Elastic to power mission-critical systems. Founded in 2012, Elastic is a distributed company with Elasticians around the globe. Learn more at elastic.co.
We are looking for a delivery architect that demonstrates visionary leadership by orchestrating and implementing Elastic solutions, generating customer business value from our products. Grouping responsibilities in the following areas:
Assess and Design
Show More
Report",$44K - $115K (Glassdoor Est.),Singapore,3.5,4.3,3.9,3.3,4.1,"['""Friendly people"" (in 7 reviews)', '""Great culture"" (in 5 reviews)', '""Good benefits"" (in 3 reviews)', '""Great career opportunities"" (in 4 reviews)', '""Good CEO"" (in 4 reviews)']","['""Some departments are bad and CEO should focus on those gaps"" (in 4 reviews)', -1, -1, -1, -1]",1001 to 5000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
386,Senior Network Security Operations - GSO (Singapore),"TikTok
3.5",3.5,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices, including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul, and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The Global Security Organization provides industry leading security and privacy services to ByteDance globally. Our organization uses four principles that guide our strategic and tactical operations. First, we champion trust and transparency, leading the charge in organizational transparency and execution of security and privacy capabilities that drive customer trust. Second, we are a business catalyst and enabler, embodying the DNA of technical innovation. Third, We drive risk informed and empowered decision making, giving our business leaders the information needed to make key decisions. Finally, we proactively identify and reduce risk while enabling innovative product development – to consistently build sustainable world-class security capabilities.

As a direct report to the Network Security Operations Lead within the Business Operations team, you will be a part of the Security Operations team responsible for Enterprise Defense Operations and Platform Management, Hosting Platform Defense Operations, and Global Security Technology Operations. The Security Operations team's primary focus is management of security and defense platforms, technologies, tools, and services supporting security controls across TikTok's environments. As a Network Security Operations specialist, you will be responsible for supporting the Principal Security Operations Engineer on a team of cross-functional cyber, privacy, and data protection engineers, architects, and analysts to deploy, integrate, and manage, technologies to support the security and protection of data in accordance with relevant geographical regulations, contractual commitments, and confidentiality requirements.

In your capacity as a key contributor Security Operations, you are part of a team that manages the design, engineering, and deployment of tools and technologies to monitor our global infrastructure footprint to validate data inventory, access and protection, and security of our vast infrastructure of data center, SaaS, and IaaS. This will include servicability and continuing improvement of technology platforms, technologies, and services as well as oversight to your team as they manage operational configuration updates to security tools and validate effectiveness. Further, you and your team will create a strategy for the control environment to enable and protect TikTok's infrastructure, technologies, and services. This will entail understanding requirements, designing controls, and ultimately managing the on-going operation of those controls.


Qualifications




TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
387,Cyber Endpoint Detection and Response (EDR),"Sanderson-iKas Singapore Pte Ltd
4.6",4.6,"Sanderson-iKas Singapore Pte Ltd Singapore Last day to apply
Posted 1 day ago Hybrid Contract SGD7000 - SGD12000 per annum
We are looking to speak to Cyber Security Professionals in EDR!
Responsibilities
Responsible for the daily real time monitoring and analysis of security events /threats from multiple sources Triage security incidents including unauthorised access, phishing , malware infection etc
Refine current use cases implemented on the SIEM solution to reduce/minimise false positives
First point of contact for Cybersecurity incident and responsible for incident investigation and response activities including conduct forensic analysis, determine cause and extent of breach corelate findings with existing network/application, recommend remediation/recovery plans, prepare timely, detailed and accurate incident report update
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""building events and social activities that help to build relationships and create a positive work environment."" (in 9 reviews)', '""As a technology company with around 100 employees, eFinancialCareers stands out for its commitment to supporting working parents and caring for its employees in general."" (in 6 reviews)', '""If you expect a clear defined career path, it may not suit you."" (in 6 reviews)', '""Great culture and team dynamics"" (in 7 reviews)', '""Good leadership and help from seniors"" (in 3 reviews)']","['""Unclear career paths and progression."" (in 6 reviews)', '""Some years of stagnation with the product and performance under previous leadership have meant that some relationships with customers are a bit fractured and less likely to engage."" (in 3 reviews)', -1, -1, -1]",51 to 200 Employees,2000,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
388,Risk & Control Analyst_Advanced,"PERSOLKELLY
3.3",3.3,"Raise issues/concerns, and provide constructive advice to the management so that significant IT risk and control issues are escalated and resolved properly;
Responsibilities:
Collaborate with various T&O technology teams in the maintenance of effective internal controls;
Liaise with the Group Audit, Group Legal and Compliance and T&O ORM teams on a regular basis;
Support team lead to manage internal/external audit engagements;
Raise issues/concerns, and provide constructive advice to the management so that significant IT risk and control issues are escalated and resolved properly;
Execute risk assessments and perform controls testing to ensure their effectiveness;
Work with internal stakeholders and vendor to review and streamline the work processes of the bank and vendors



Show More
Report",-1,North-East,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",51 to 200 Employees,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,Unknown / Non-Applicable,-1
389,KYC Analyst SG,"Hays Malaysia
4.6",4.6,"Hays Malaysia Singapore
Posted 3 days ago In-Office Contract S$3k - S$4k
An International Bank in Singapore is looking for a KYC Analyst
Your new company
The company is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments, and individuals from more than 1,200 offices in 43 countries.
Your new role
Within Private Wealth Management, the Account Management Team (AMT) is a first line control function that manages KYC information and documentation of PWM clients in accordance with the Firm’s global standards and local regulatory requirements as stipulated by Legal & Compliance. AMT has three distinct functions-


Show More
Report",Employer Provided Salary:$3K - $4K,Singapore,4.2,4.5,4.7,4.7,4.8,"['""building events and social activities that help to build relationships and create a positive work environment."" (in 9 reviews)', '""As a technology company with around 100 employees, eFinancialCareers stands out for its commitment to supporting working parents and caring for its employees in general."" (in 6 reviews)', '""If you expect a clear defined career path, it may not suit you."" (in 6 reviews)', '""Great culture and team dynamics"" (in 7 reviews)', '""Good leadership and help from seniors"" (in 3 reviews)']","['""Unclear career paths and progression."" (in 6 reviews)', '""Some years of stagnation with the product and performance under previous leadership have meant that some relationships with customers are a bit fractured and less likely to engage."" (in 3 reviews)', -1, -1, -1]",51 to 200 Employees,2000,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
390,Legal Counsel - Singapore,"Revolut
4.6",4.6,"Revolut Singapore
Posted 2 days ago Permanent Competitive
Legal Counsel - Singapore
About Revolut People deserve more from their money. More visibility, more control, more freedom. And since 2015, Revolut has been on a mission to deliver just that. With an arsenal of awesome products that span spending, saving, travel, transfers, investing, exchanging and more, our super app has helped 30 million customers get more from their money. And we're not done yet.
As we continue our lightning-fast growth, we believe that two things are essential to continuing our success: our people and our culture. So far, we have 6000 people working around the world, from our great offices or remotely, on our mission. And we're looking for more. We want brilliant people that love building great products, love redefining success, and love turning the complexity of a chaotic world into the simplicity of a beautiful solution.

About the role The Legal team sits at the heart of Revolut and it's a very important part of the business This lovely bunch supports all other Revolut teams, helping us achieve our goals each and every day.
They're special, they're strong-willed and they work on a lot of different areas (which is not that common for an in-house role, we know, but they're just that good) From structuring credit programmes to launching into new territories, the Legal team does it all! We hire both generalists (typically corporate/commercial solicitors) as well as specialists (such as compliance), alongside operations analysts and they're all responsible to make Revolut grow. It's your turn to WOW us!
You'll work on some of the most exciting and challenging legal issues that impact fast-growth, disruptive FinTech companies You'll be joining a dedicated part of the legal team that's responsible for responding to high priority, complex and, sometimes, sensitive topics. But who doesn't love a good challenge?

What you'll be doing
What you'll need
Nice to have
Building a global financial super app isn't enough. Our Revoluters are a priority, and that's why in 2021 we launched our inaugural D&I Framework, designed to help us thrive and grow everyday. We're not just doing this because it's the right thing to do. We're doing it because we know that seeking out diverse talent and creating an inclusive workplace is the way to create exceptional, innovative products and services for our customers. That's why we encourage applications from people with diverse backgrounds and experiences to join this multicultural, hard-working team.

Refer to our Data Privacy Statement for Candidates for details on our data handling practices during your application.
Show More
Report",$95K - $228K (Glassdoor Est.),Singapore,4.2,4.5,4.7,4.7,4.8,"['""building events and social activities that help to build relationships and create a positive work environment."" (in 9 reviews)', '""As a technology company with around 100 employees, eFinancialCareers stands out for its commitment to supporting working parents and caring for its employees in general."" (in 6 reviews)', '""If you expect a clear defined career path, it may not suit you."" (in 6 reviews)', '""Great culture and team dynamics"" (in 7 reviews)', '""Good leadership and help from seniors"" (in 3 reviews)']","['""Unclear career paths and progression."" (in 6 reviews)', '""Some years of stagnation with the product and performance under previous leadership have meant that some relationships with customers are a bit fractured and less likely to engage."" (in 3 reviews)', -1, -1, -1]",51 to 200 Employees,2000,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
391,Project Manager,SINGAPORE de SHUSHOKU,-1,"勤務先企業概要

業種
ＩＴ/通信系

求人内容

ポジションタイトル
Project Manager

職種
IT関連エンジニア

お仕事内容




























































Show More
Report",Employer Provided Salary:$5K - $9K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
392,Analyst Programmer,"INTER-CONTINENTAL OILS & FATS PTE. LTD.
3.2",3.2,"Key Duties & Responsibilities
Participate in software development life cycle (SDLC) activities, such as requirement gathering, design, coding, testing, and deployment, while adhering to software development standards and policies.
Provide technical support to team members and end-users.
Collaborate with project managers, business analysts, and end-users to ensure timely delivery of software projects or enhancements.
Incorporate and implement active monitoring features into the software application to support ongoing monitoring and analysis of the system performance, security, and exception event logs. The monitoring data shall interface to IT Service Management System for auto alert and escalation to relevant IT personnel for support.
Show More
Report",Employer Provided Salary:$4K - $5K,Singapore,3.2,3.2,3.2,3.0,3.0,"['""Good working relationship and atmosphere"" (in 4 reviews)', '""Good supervisor and good guidance from mentor"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",10000+ Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
393,IT Business Analyst & Application Engineer,"INTERNATIONAL FRENCH SCHOOL (SINGAPORE) LTD.
4.0",4.0,"MISSION
Project Management and Business Analysis
Data Integration and Automation
Application Support

The Business Analyst is responsible for implementing and maintaining new applications within the organization. He integrates and inter-connects the various applications of the organization, so that they operate in a unified and automated manner. He provides support to the end users.











Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.5,3.9,3.1,3.3,"['""Bilingual classes"" (in 1 reviews)', '""Good team and welcoming colleagues."" (in 2 reviews)', '""Lots of autonomy given to teachers"" (in 1 reviews)', '""Good initiative on diversity and inclusion"" (in 1 reviews)', -1]","['""Low pay"" (in 2 reviews)', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
394,Director of Research,"Fidelity International
4.3",4.3,"About the Opportunity
Job Type: Permanent
Application Deadline: 28 September 2023
Title Director of Research
Department Global Investment Research
Location Singapore
Reports To Head of Equities, Asia Pacific
Level 9
We’re proud to have been helping our clients build better financial futures for over 50 years. How have we achieved this? By working together - and supporting each other - all over the world. So, join our team and feel like you’re part of something bigger.
About your team
At the centre of Fidelity’s success is our approach to managing money, which the philosophy unchanged since we were founded. Our approach places first-hand, detailed research at the core of our decision making, ensuring that every security – whether equity or bond – is investigated in detail before being included in our funds. We subsequently build our funds from the bottom up, stock by stock, taking account of market trends but not being driven by them.

Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",5001 to 10000 Employees,1969,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable
395,Threat Hunter / Software Engineers (Threat Hunting Systems),"ST Engineering Group
3.1",3.1,"Threat Hunter / Software Engineers (Threat Hunting Systems)

Date: 24 Aug 2023
Location: Singapore, SG
Company: ST Engineering Group
ST Engineering is a global technology, defence and engineering group with a diverse portfolio of businesses across the aerospace, smart city, defence and public security segments. The Group harnesses technology and innovation to solve real-world problems, enabling a more secure and sustainable world. Headquartered in Singapore, we employ about 25,000 people across our network of subsidiaries and associated companies in Asia, Europe, the Middle East and the U.S., serving customers in more than 100 countries. We rank among the largest companies listed on the Singapore Exchange and are a component stock of the FTSE Straits Times Index, Dow Jones Sustainability Asia Pacific Index, iEdge SG ESG Transparency Index and iEdge SG ESG Leaders Index.













Show More
Report",$49K - $60K (Glassdoor Est.),Singapore,2.9,2.7,2.8,2.6,3.4,"['""Good work life balance and well being"" (in 169 reviews)', '""retired from previous job so good place to learn from past experiences of others or find good colleagues"" (in 142 reviews)', '""That is a decent salary for a fresh grad start so not bad"" (in 204 reviews)', '""life balance (depends on the project and department), sometimes management allows you to try new things."" (in 118 reviews)', '""Slow paced, stable job with minimal career progression"" (in 171 reviews)']","['""No work life balance in recent years"" (in 169 reviews)', '""Your colleagues are probably here because they lack experience, got retrenched or are some contracted"" (in 142 reviews)', '""Low salary and shift job"" (in 204 reviews)', '""poor management and no direction of what to do for the workload that you have"" (in 118 reviews)', '""Slow career progression which I think is solely and mainly based on time spent in the company"" (in 171 reviews)']",10000+ Employees,1997,Company - Public,Commercial Equipment Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
