,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
757,Systems Analyst (Software Quality Engineer),"Housing and Development Board
3.4",3.4,"What the role is
The mission of Housing & Development Board (HDB) is to provide affordable, quality housing and a great living environment where communities thrive. To achieve its mission, HDB aims to be data-driven to the core and adopt evidence-based decision making in developing better housing policies service, improving service delivery and optimising operations
We are seeking an experienced Software Quality Engineer to join our Quality Engineering Centre of Excellence. You will be responsible for ensuring the quality of our mission critical software products by designing and implementing test plans, preparing test data, identifying and reporting defects, and collaborating with multi-disciplinary teams to ensure timely delivery of high-quality software products.
What you will be working on
Design and implement comprehensive test plans, test cases, test data and test scripts to ensure the quality of software products.








Show More
Report",$52K - $94K (Glassdoor Est.),Singapore,3.0,3.7,3.4,3.3,3.4,"['""Pro family environment and good package and payouts for bonus"" (in 4 reviews)', '""Good colleagues, wide and challenging portfolio"" (in 3 reviews)', '""Tries to impart a good culture"" (in 2 reviews)', -1, -1]","['""Low pay."" (in 3 reviews)', '""Poor management and decision making."" (in 2 reviews)', -1, -1, -1]",5001 to 10000 Employees,1960,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable
758,Software Engineer (Low-code Platform),"BYTEDANCE PTE. LTD.
3.9",3.9,"ByteDance will be prioritizing applicants who have a current right to work in Singapore, and do not require ByteDance's sponsorship of a visa.

About Us
Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.










Show More
Report",Employer Provided Salary:$5K - $10K,Singapore,3.8,4.1,3.8,3.4,3.2,"['""Not Bad .The salary is good."" (in 150 reviews)', '""Pro : Complete work life balance, Employee Wellness is upmost priority, Gifts and perks are unbeatable, 360 reviews so no scope for biasness , Data Driven , best work location, twice a year review"" (in 99 reviews)', '""Smart colleagues"" (in 102 reviews)', '""Generally, Bytedance has a great culture, though it more or less depends on what department you are in and who you are working with."" (in 118 reviews)', '""Benefit is good"" (in 78 reviews)']","['""Salary are too low"" (in 150 reviews)', '""TT no work life balance good if you don\'t want any relationships work like brainless human long work hour spent 8"" (in 99 reviews)', '""Chinese colleagues will work 996 and will be available all time."" (in 102 reviews)', '""Still has a lot of chinese culture (depending on team) which may not be for everybody"" (in 118 reviews)', '""Benefits could definitely be improved, very bare minimum as opposed to the rest of competitors"" (in 78 reviews)']",10000+ Employees,2012,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
759,Software Engineer,PICK NETWORK PTE. LTD.,-1,"Work Scope & Responsibilities
Conduct software analysis, programming, integration of software components, testing, and debugging.
Work closely with external vendors in the system implementation
Prepare, conduct unit testing (SIT), user acceptance testing (UAT) and document application testing results.
Designs features and makes improvements based on business requirements.
Manage the entire product lifecycle, including updates/upgrades, - from development to continuous maintenance in production.
Have the technical skill to review, verify, and validate the software code developed in the project.


Show More
Report",Employer Provided Salary:$5K - $5K,Singapore,3.4,3.6,3.5,3.8,3.8,"['""Cohesive teamwork"" (in 2 reviews)', '""Friendly colleagues"" (in 1 reviews)', '""Great management"" (in 1 reviews)', '""CEO is very open to ideas and suggestions"" (in 1 reviews)', -1]","['""Silo departments, no teamwork"" (in 2 reviews)', -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
760,Cloud Native Architect and Developer Intern (4 to 6 months) (2024 Intake),"Dell Technologies
4.2",4.2,"There is a paradigm shift towards cloud-native technologies and methodologies calling for new capabilities. We are looking for interns who are passionate about cloud native architecture to join us in our Cloud Native Architecture Centre of Excellence to co-develop and architect cloud native products, uplift the Cloud Native Ecosystem in Singapore and enable our enterprise customers in Singapore and the regional economies.
Dell Technologies unites technology leaders – Dell, Dell EMC, Secureworks, Virtustream – in one company with the power to drive digital transformation and generate real results every day for the customers and people who partner with us.
We combine platform, tools, and methodology to help the world’s largest companies transform the way they build software and run their most strategic applications. Our technology is used by Global 2000 companies and developers to give software development and IT operations a strategic advantage.













R229210





Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Good work life balance and company and the company truly cares about the well being of its employees."" (in 1061 reviews)', '""Good company and salary."" (in 727 reviews)', '""Good benefit and flexibile work environment"" (in 374 reviews)', '""Good work culture and peers"" (in 584 reviews)', '""Management is good"" (in 314 reviews)']","['""No work life balance here"" (in 1061 reviews)', '""Less salary and senior faculty are unreliable."" (in 727 reviews)', '""Less benefits compared to other orgs"" (in 374 reviews)', '""Bad work culture."" (in 584 reviews)', '""Too conservative, no new blood, poor management"" (in 314 reviews)']",10000+ Employees,1984,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
761,Full-Stack Developer,"Aventis School of Management
3.9",3.9,"Responsibilities:
We are working on exciting new SaaS (Software As a Service) in HRTech and EduTech. You will be part of an exciting innovation team to envision, design, develop and test these new products and services. As full-stack developer on the team, your job will include:
Understand user requirements and translating the requirements to technical design and tasks to complete the development work.
Provide solutions and develop proof of concepts, MVP to address users’ needs.
Front-end web development (React.js, Angular, etc): Develop beautiful, responsive and performant web interfaces catering to multiple devices & screen resolutions, based on wireframes.
Back-end web development (Node.js, PHP, Python): Design and build the web platform, third-party data integration, API & backend systems.
Show More
Report",$58K - $96K (Glassdoor Est.),Singapore,4.2,3.6,4.0,3.9,4.1,"['""good work life balance."" (in 3 reviews)', '""Experience was mediocre, not much learning opportunities"" (in 8 reviews)', '""Some of the people there are friendly."" (in 4 reviews)', -1, -1]","['""management has no concrete plans or direction"" (in 4 reviews)', '""many people there are two"" (in 4 reviews)', '""High employee turnover rate, lacked teamwork"" (in 2 reviews)', -1, -1]",1 to 50 Employees,School / School District,Unknown / Non-Applicable,-1,-1,-1
762,Senior Software Engineer (Javascript),"ST Engineering Group
3.1",3.1,"Senior Software Engineer (Javascript)

Date: 1 Sep 2023
Location: Singapore, SG
Company: ST Engineering Group
Key Responsibilities:
Analyze and develop technology solutions based on customer requirements.


Show More
Report",$49K - $60K (Glassdoor Est.),Singapore,2.9,2.7,2.8,2.6,3.4,"['""Good work life balance and well being"" (in 169 reviews)', '""retired from previous job so good place to learn from past experiences of others or find good colleagues"" (in 142 reviews)', '""That is a decent salary for a fresh grad start so not bad"" (in 204 reviews)', '""life balance (depends on the project and department), sometimes management allows you to try new things."" (in 118 reviews)', '""Slow paced, stable job with minimal career progression"" (in 171 reviews)']","['""No work life balance in recent years"" (in 169 reviews)', '""Your colleagues are probably here because they lack experience, got retrenched or are some contracted"" (in 142 reviews)', '""Low salary and shift job"" (in 204 reviews)', '""poor management and no direction of what to do for the workload that you have"" (in 118 reviews)', '""Slow career progression which I think is solely and mainly based on time spent in the company"" (in 171 reviews)']",10000+ Employees,1997,Company - Public,Commercial Equipment Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
763,Full Stack Developer / Web Developer,"Mighty Velo
1.6",1.6,"Responsibilities
Coding both server-side and the frontend for existing websites - Developing and maintaining new & existing APIs
Must be able to debug/investigate and/or fix if issues found in the current website
Able to own projects from end to end - from wireframing, designing DB structures, coding the front-end & the back-end/API, testing, up to deployment & maintenance
Should have a strong understanding with API Development, and database design (MySQL)
Be interested in continuous improvement and ongoing ways to enhance the user experience
Experience with WordPress, Shopify, PHP and Google SEO will be advantageous
Job Requirements

Show More
Report",Employer Provided Salary:$3K - $5K,Toa Payoh New Town,1.9,1.8,1.9,1.6,1.5,"['""No matter what you do, only work with boss directly for instructions on new products."" (in 6 reviews)', '""The colleagues and bosses are fun and friendly to be around."" (in 2 reviews)', -1, -1, -1]","['""Lady boss only stays at home while dishing out instructions."" (in 6 reviews)', '""has internalised racism, laughs casual racism off as a joke"" (in 3 reviews)', '""Management has poor communication skills."" (in 5 reviews)', -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
764,Full Stack Developer,"iZeeM
1.5",1.5,"iZeeM is a provider of intelligent business resource optimisation solutions for fleet management and operations, curated through strategic collaborations with leading technology and industry partners to address challenges faced by businesses today.
We are looking for an energetic talented individuals to join our team. Submit your application to hr@izeem.com now!

Roles and responsibilities
Build backend API service with ExpressJS
Create and manage cloud resources on AWS / GCP
Create serverless function with NodeJS or Python


Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
765,Front-end Developer,OPENREAD PTE. LTD.,-1,"Responsibilities:
Design, develop, and maintain high-quality front-end interfaces for cross-platform web applications (PC+Mobile), Node.js applications, and Hybrid Apps, in accordance with product requirements.
Enhance operational efficiency by implementing or optimizing tools through a comprehensive comprehension of the front-end development workflow.
Optimize user experience and stimulate business expansion by leveraging a comprehensive comprehension of product requirements.
Keep abreast of the latest advancements in front-end technologies and leverage them to enhance team productivity and drive business growth.
Requirements:
Show More
Report",Employer Provided Salary:$10K - $12K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
766,"FullStack Angular, C# / NodeJs Developer","ATYETI PTE. LTD.
3.9",3.9,"Key Responsibilities
Deliver an ongoing feature-set within a complete web application
Write test, idiomatic, and documented JavaScript, HTML and CSS
Coordinate with the User Interface Design team to build an effective and achievable result
Developer, test, and maintain web application using ASP.net Core, C# Web API and Node.JS
Design and implement RESTful APIs using best practices for web services
Collaborate cross-functionally to identify and solve complex software problems
Create and maintain technical documentation related to development processes and software architecture


Show More
Report",Employer Provided Salary:$7K - $13K,Singapore,3.8,3.8,3.7,3.7,3.9,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
767,Software Engineer,"STAFFKING PTE LTD
5.0",5.0,"Summary
5 Days, 9am - 6pm
West
UP$3500

Responsibilities
Design and develop software for automated machine tool equipment
Develop Software for GUI, big data management, real time socket communication



Show More
Report",$78K - $143K (Glassdoor Est.),Singapore,5.0,4.5,5.0,4.9,4.8,"['""Good working environment to work with, Open for discussion, friendly colleagues."" (in 8 reviews)', '""Companies doing good in keeping staff\'s wellbeing in hand by having corporates events and treats to team that have good sales, good learning opportunity as guidance are given by an experienced boss"" (in 3 reviews)', '""Supportive management who provide exceptional guidance, while providing enough room for every recruitment consultant to strive in their own way."" (in 3 reviews)', '""Leisure work environment."" (in 3 reviews)', '""life balance is encouraged."" (in 3 reviews)']","['""I will be more happy if all the colleagues can eat more and enjoy the food together rather than I eat alone when there is still food left."" (in 8 reviews)', -1, -1, -1, -1]",1 to 50 Employees,2020,Company - Public,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,Unknown / Non-Applicable
768,"Software Engineer, Growth",Mobbin,-1,"About Mobbin
Our mission is to empower the world to design great digital experiences.
The Mobbin platform helps product designers, product managers and UI/UX researchers find highly-relevant references to their design problems. We are the world's most extensive app design reference library, serving over 500,000 registered users on our platform.
Founded in 2018, we've grown to over 100,000 MAUs through word of mouth and organic growth with a PLG approach. Today, Mobbin is used by most design-forward companies and startups, including Duolingo, Revolut, Headspace, Work & Co, Blinkist, and more.
Read more about who we are: https://careers.mobbin.com
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",-1,-1,-1,-1,-1,-1
769,Software Developer,ABS CONNECT PTE. LTD.,-1,"Job Description:
Designing and building React applications.
Developing and maintaining libraries of shared components and micro-frontends.
Managing codebase infrastructure, build scripts, deployment pipelines.
Writing internal documentation, code examples.
Performing regular code review, writing unit tests.
Researching and developing new optimization approaches.
Job Requirements:
Bachelor’s degree in computer science or related fields.
Show More
Report",Employer Provided Salary:$6K - $10K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
770,Senior Front-End Engineer,"NTUC LearningHub
2.8",2.8,"COMPANY DESCRIPTION
NTUC LearningHub (NTUC LHUB) was established in 2004 to transform the Singapore workforce so that it can keep pace with the burgeoning demands of a dynamic economy. Our courses and training programmes have since grown to cover a wide range of disciplines that include Infocomm Technology, Workplace Safety and Health, Security, Human Resources, Business Excellence, Leadership, Environmental Services, and Healthcare. In a new world order of collaboration, we have established a strong network of established program partners to fulfil the diverse needs of workers, and just to name a few, our network include notable partners like The John Maxwell Company, Microsoft, Alibaba Business School, Amazon Web Services, Kotter International, and John Wiley & Sons.
Apart from our content partners, NTUC LHUB also works very closely within the Labour Movement eco-system of unions and Employment & Employability Institute (e2i) to serve our workers’ interest for better jobs and better lives. As part of tripartism, we also work closely with government agencies like SkillsFuture Singapore, Workforce Singapore as well as employers to fulfil our mission. Through this tri-partite network and the Labor Movement eco-system, we have achieved many significant milestones in our last 14 years of history. To date since our inception, we have achieved more than 2 million training places and we are happy to be a key contributor in the latest national-level SkillsFuture for Digital Workplace (SFDW) program.

DESIGNATION : Senior Front-End Engineer

RESPONSIBILITIES


QUALIFICATIONS
Show More
Report",$40K - $43K (Glassdoor Est.),Singapore,2.6,3.1,2.6,2.4,2.5,"['""Helpful colleagues around to help and guide you."" (in 1 reviews)', '""work life balance, good place"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,2004,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable
771,Software Developer,"ELLIOTT MOSS CONSULTING PTE. LTD.
3.0",3.0,"Job Description
Web Developer (React Dev) Min. 3 years Javascript and React.
Ability to gain an understanding of customer process and issues, and communicate them back.
Ability to work in teams and individually when needed Strong verbal and written communication skills.
Mimimum 1+ year of prior related work experience
Build Management
Configuration & Release Management
Show More
Report",Employer Provided Salary:$11K - $12K,Singapore,-1,-1,-1,-1,-1,"['No Pros have been reported by the Glassdoor community.', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
772,Software Application Engineer #SGUnitJobs,"WINSYS TECHNOLOGY PTE LTD
2.7",2.7,"Job Description
Perform software development and/or Cloud / Virtual / Computer programming with Systems Development Life Cycle (SDLC) methodology
Implemenmt Cloud Management, Cloud programming, Enterprise Server / Network / Cybersecurity Architecture and databases.
Develop technical specifications, design, coding, data security, implementation, integration, documentation and user guide.
Experience in Data Analysis and Data Integration
Handle Design and deliver end-user training and training materials
Install, configure, troubleshoot and administration of Cybersecurity / System infrastructure/ networking / Windows servers / Disk storage / Cloud Management.





Show More
Report",Employer Provided Salary:$3K - $5K,Singapore,3.3,2.4,2.6,2.6,2.6,"['""Good learning ground, great team"" (in 1 reviews)', -1, -1, -1, -1]","['""Salary is a bit low average"" (in 2 reviews)', '""Lack of yearly leave"" (in 1 reviews)', '""Management is bad"" (in 1 reviews)', '""High Turn Over"" (in 1 reviews)', -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
773,Software Engineer (Junior / Senior),Communique IDEAS,-1,"We are looking for Software Engineer (Junior / Executive) to join our project team in Singapore.

Responsibilities:
Web Programming skills solving corporate client's requirements, working with co-workers on the functionality, UAT & test plans, with good problem solving skills and achieve the desired output for the clients.
Pro-active, responsible, independent and able to handle multiple tasking.
A team player with good communication and interpersonal skill.
Requirements:
Degree or Diploma in a relevant course or relevant experience / environment.
Minimum 2 Years working experience (For Senior Software Engineer) in web application development.
Benefits:
Please email your resume to hr@infocomm.career
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
774,Cloud engineer,MATRIX PROCESS AUTOMATION PTE. LTD.,-1,"Responsibilities:
Proficient in implementation, management and troubleshoot AWS Technologies, Openshift Container Platform, Microservices.
Proficient in Operating System such as AWS Linux, Red Hat Enterprise Linux and Microsoft Windows
Maintain, Manage and Monitor Cloud Infrastructure
Resolve IT infrastructure issues
Proactive handling of project and supporting project implementation
Create high-quality technical documentation
Support out of hours work if schedule requires
Show More
Report",Employer Provided Salary:$6K - $12K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
775,.NET Applications Developer,KRYJAS PRIVATE LIMITED,-1,"Experience 5 - 12 yrs
Experience working with Desktop application, windows application and web application
Experience working in Unit test preferably in N unit or J unit
Experience working with any database not just couchbase
Excellent personal organization and ability to prioritize and carry out multiple tasks.
Show More
Report",Employer Provided Salary:$7K - $12K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",-1,-1,-1,-1,-1,-1
776,Backend Developer,FUNGAME PTE. LTD.,-1,"Job Highlights
Positive & Supportive Work Environment
Benefits & Welfare
Short walking distance from MRT
Job Description
Responsible for the development and maintenance of various functional modules of the data center, as well as data cleaning and peripheral system development;
Collaborate with cross-functional teams, including game developers, designers, and front-end developers, to understand requirements and translate them into efficient and scalable backend solutions.
Show More
Report",Employer Provided Salary:$6K - $12K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",-1,-1,-1,-1,-1,-1
777,Backend Developer,AIDIAN NETWORK TECHNOLOGY PTE. LTD.,-1,"Job Highlights
Positive & Supportive Work Environment
Benefits & Welfare
Short walking distance from MRT
Job Description
Responsible for the development and maintenance of various functional modules of the data center, as well as data cleaning and peripheral system development;
Collaborate with cross-functional teams, including game developers, designers, and front-end developers, to understand requirements and translate them into efficient and scalable backend solutions.
Show More
Report",Employer Provided Salary:$6K - $12K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
778,Software Engineer,"SMILIE PTE. LTD.
3.0",3.0,"Company Overview: We are a dynamic and innovative startup poised to revolutionize the gifting experience. Our platform leverages the power of React to create a seamless and personalized gifting journey for users. As a Software Engineer on our team, you will play a pivotal role in shaping the technical direction of our product and contributing to the growth of our company.
Position: Software Engineer - React Location: [Location] (Flexible/Remote options available) Type: Full-time
Role and Responsibilities: As a Software Engineer specializing in React, you will be at the forefront of developing our gifting platform. You will work closely with cross-functional teams, including designers and backend engineers, to translate product requirements into robust and user-friendly features. Your responsibilities will include:
Collaborating with UI/UX designers to implement responsive and visually appealing user interfaces using React.
Show More
Report",Employer Provided Salary:$3K - $4K,Singapore,1.0,1.0,1.0,3.0,3.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
779,Software Engineer,ImmeVR Pte Ltd,-1,"Job Description
As our Software Engineer, you will work on virtual/augmented reality technology to create a high-quality visualization for our online platform, real-estate and interior design product.
Responsibilities
Develop VR/AR applications runnable on mobile devices and the latest head-mounted displays
Work with web developers todevelop new and improve existing features for our websites and online virtual tour editor platform
Work with 3D models and pre-rendered images to create photorealistic experiences
Work closely with the technical director, software development team and interns to bring the first product of the company to life








Show More
Report",-1,Geylang Serai,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",-1,-1,-1,-1,-1,-1
780,Frontend Engineer,TXT TECHNICAL PTE. LTD.,-1,"Responsibilities:
Design, scope, and estimate complex frontend products/upgrades.
Envision and develop features to help grow the community.
Enthusiastically collaborate with a small team to plan projects at the task level.
Collaborate with cross-functional partners on all aspects of product development.
Identify and advocate for team-wide areas of improvement and best practices.
Requirements:
3-5 years of experience in building responsive/adaptive web applications with JavaScript/Typescript.
Show More
Report",Employer Provided Salary:$5K - $6K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",-1,-1,-1,-1,-1,-1
781,Java Developer,"LYNEER CORP (SINGAPORE) PTE. LTD.
3.5",3.5,"We are looking for a Senior Java Developer with below skills
1. Java Latest versions
2. Object Oriented Programming
3. Spring / Spring Boot
4. Unit testing (JUnit)
5. Build automation (Gradle/Maven + Bamboo)
6. IDE (Eclipse / IntelliJ)
7. Git
8. HTTP/REST
9. Security fundamentals
10. Working experience on OAuth integration and token management related development
Domain Expereince - Telecom exp 3-6 years







Show More
Report",Employer Provided Salary:$7K - $9K,Singapore,3.2,2.9,3.3,3.2,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",201 to 500 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD)
782,Software Engineer – Mobile,"Padlet
5.0",5.0,"Padlet is building software for a good education. A good education is one that inspires curiosity, creativity, and community. Our software enables that through visual content creation and collaboration in millions of classrooms worldwide.

For a majority of the world, the mobile device is their first computer. For many it’s their only computer. We are looking for Mobile Engineers to improve our mobile apps so we can improve the lives of a billion people.
Responsibilities
Building new features for our iOS and/or Android apps. E.g. a voice recorder with audio effects.
Making apps faster and more reliable. E.g. making network calls more resistant to spotty internet connections.
Show More
Report",$96K - $122K (Glassdoor Est.),Singapore,5.0,5.0,5.0,4.9,4.6,"['""line hardware that we have opportunities to refresh."" (in 3 reviews)', '""Amazing benefits and work life balance"" (in 3 reviews)', '""Solid business outlook and absolute beast CEO at the helm"" (in 2 reviews)', '""Colleagues are not only knowledgeable but also fun to work with, making the exchange of knowledge an enjoyable experience."" (in 2 reviews)', '""Supportive and Collaborative Environment: The company culture at Padlet is unparalleled, fostering a supportive and collaborative environment."" (in 2 reviews)']","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",1 to 50 Employees,2012,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable
783,Java Developer,"Info Lab Pte Ltd
3.2",3.2,"Minimum 5 years experience.

There are several positions available and suitable candidates will be offered the roles accordingly based on their experiences/ skills. Suitably qualified candidates are invited to email their resume, with expected salary, to career@info-lab.com.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
784,Software Engineer,"TPO Temasek Polytechnic
3.8",3.8,"Responsibilities

Build TP’s next-generation digital products and services to solve real-life problems and make a lasting impact as you transform the way students live, work and play.

What you can expect to be doing:

Design, build, integrate, test, and maintain complex software components
Build prototypes and design system architectures to demonstrate technology opportunities
Adopt design thinking and customer-oriented approach such as agile software development practices to manage and deliver quality solutions
Harness emerging technologies such as Internet of Things, Artificial Intelligence and Data Analytics to deliver business value and enhance service experience



Requirements

Join us if you have:


Preferred Skills:

Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1001 to 5000 Employees,1990,College / University,Colleges & Universities,Education,$25 to $50 million (USD)
785,PeopleSoft Campus Solutions Developer,Educare Co-operative Limited,-1,"Responsibilities- PeopleSoft Campus Solutions Developer, P0307a/422IT
Perform PeopleSoft Tools (Application Designer) development which includes
PeopleCode programming for Fluid/Classic pages, Application Engine, Application Package, Component Interface (CI) or Integration Broker (IB)
Develop user reports using PS Query, BI Publisher to support business requirements
Involved in the entire SDLC and provide the expertise that enables the successful implementation of change requests, problem resolutions, project implementations and PeopleToolsupgrades
Maintenance of existing systems to ensure system performance, efficiency and effectiveness
Work closely with the Functional Team and Business Users on understanding requirements of the project specs and perform the development work
Show More
Report",Employer Provided Salary:$80K - $115K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",-1,-1,-1,-1,-1,-1
786,Software Engineer,TRANSCENDT PHOENIX SOLUTIONS PTE. LTD.,-1,"Job Description
Transcendt Phoenix Solutions specializes in providing custom solutions for customer in the semiconductor industry. These includes SECS/GEM connectivity, monitoring and remote control of legacy equipment.
TPS prides ourselves as being able to deliver innovative solutions that help our customers improve productivity and quality of their products. If you are good at problem solving and love challenging yourself in different environment, then this job is for you. TPS is looking for a Software/Application Engineer to develop our next generation IOT products with the following skillsets:
Must have
At least 2 years of experience in software development for desktop or embedded application
Show More
Report",Employer Provided Salary:$3K - $4K,Singapore,4.0,4.0,4.0,4.0,4.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
787,Java Software Engineer,"CXC SINGAPORE PTE. LTD.
3.5",3.5,"This is a permanent position for our client, a top global technology company, and you will work closely with the team in delivering top-notch software solutions.
Join a team of talented individuals and be responsible for the design, build, and testing of critical web applications and their components that interface with complex enterprise systems.

This individual should have a solid knowledge of working with complex distributed applications and a passion for technologies.
If you are looking forward to progressing your career in a fun environment while maximizing your potential in software development, this position might be perfect for you!
Job Responsibilities:
Show More
Report",Employer Provided Salary:$5K - $8K,Singapore,3.1,3.1,3.2,3.2,3.7,"['""Great rate, pays fortnightly, no issues"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",51 to 200 Employees,1992,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
788,Java Developer (API),"JJ Consulting Services
4.0",4.0,"Our Client is an established company in Singapore, who is seeking to recruit a Java Developer (API).
Java Developer (API)
Responsibility
· Be a lead developer and guide the team of developers on their respective deliverables
· Enforce best practices, coding standards, design patterns and industry standard practices
· Manage project plans, milestones and deliverables in consultation with stakeholders and team of developers
· Oversee the implementation of the project on a daily basis with regard to schedules, manpower and quality
Show More
Report",Employer Provided Salary:$4K - $10K,Singapore,4.0,4.0,4.0,4.0,4.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
789,Software Engineer (Singapore),"AlphaLab Capital
4.2",4.2,"Our Software Engineering teams work as semi independent units, responsible for owning a business area or application end to end. As a member of one of our teams you’ll be surrounded by smart and motivated colleagues with complimentary skillsets. You’ll have variety in your work and see your code contribute directly to the success of the team.
Previous experience in trading on blockchain can be useful, but what really makes our Software Engineers successful is conscientiousness, logic, openness to new ideas and the curiosity to pull on a thread and see where it leads.
Things you could be working on
Design, build, test and deploy proprietary software such as:
Trading simulator optimised for distributed computations

Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,2017,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable
